,host_verifications,email,phone,reviews,jumio,government_id,offline_government_id,selfie,identity_manual,facebook,sent_id,work_email,manual_offline,google,photographer,manual_online,kba,zhima_selfie,weibo,sesame,sesame_offline
1776,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1779,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1781,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1784,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1785,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1786,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1787,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1791,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1796,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1798,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1799,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1800,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1803,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1805,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1806,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
1807,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1808,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1809,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1810,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1812,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1813,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1814,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1815,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1817,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1818,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1820,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1823,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1824,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1826,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1828,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1830,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1831,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,"['phone', 'facebook']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1835,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,"['phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1837,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1839,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1840,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1841,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1842,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1843,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1847,"['email', 'phone', 'google', 'reviews', 'jumio']",1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1848,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,"['email', 'phone', 'reviews', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1860,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1862,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1864,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1865,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1868,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1869,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1871,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1872,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1873,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1874,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1875,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1876,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1878,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1879,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,"['email', 'phone', 'facebook', 'reviews']",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1890,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1893,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1898,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1899,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1901,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1902,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1903,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,"['email', 'phone', 'facebook', 'reviews']",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1906,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1907,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1908,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,"['email', 'phone', 'reviews', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1910,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1912,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1914,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1916,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1917,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1918,"['email', 'phone', 'jumio', 'government_id']",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,"['email', 'phone', 'reviews', 'sent_id', 'work_email']",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1926,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1927,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1930,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1931,"['email', 'phone', 'reviews', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1932,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1933,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1934,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1935,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1940,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,"['email', 'phone', 'reviews', 'weibo', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1943,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1947,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1949,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1951,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1953,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
